Mã người đăng,Mã bài đăng,Mã dự án,Tỉnh/Thành phố cũ,Tỉnh/Thành phố mới,Huyện/Quận cũ,Phường/Xã cũ,Phường mới,Số nhà,Đường,Loại hình,Cập nhât lần cuối,Số tầng,Có hướng ra đường,Vĩ độ,Kinh độ,Tọa độ,Tọa độ ID,Giá (chữ),Chiều dài,Chiều rộng,Mức độ quảng cáo,Đăng bởi Đối tác,Ngày đăng,Giá bán,Hình thức,Tình trạng nội thất,Đặc điểm căn hộ,Hướng cửa chính,Loại hình căn hộ,Hướng ban công,Đơn giá (tr/m2),Giấy tờ pháp lý,Số phòng ngủ,Diện tích,Số phòng vệ sinh
1615476,131220222,459246879,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 6,Phường 11,Phường Bình Phú,961,Hậu Giang,Căn hộ/Chung cư,2 tuần trước,0,True,10.74578,106.62633,"10.74578,106.62633",osm:W327192436,"3,38 tỷ",,,0,False,2026-03-16 07:53:21,3380000000 ₫,Mua bán,,,,Chung cư,,60.357143 tr/m²,Sổ hồng riêng,2 PN,56 m²,2
19935899,131220506,107211549,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Đông Hòa,Phường Đông Hòa,,"Đường Thống Nhất, khu phố Bình Thắng, Phường Đông Hòa, Thành phố Dĩ An, Bình Dương",Căn hộ/Chung cư,7 ngày trước,0,False,10.89069,106.78428,"10.89069,106.78428",,"5,18 tỷ",,,0,False,2026-03-23 08:09:19,5180000000 ₫,Mua bán,Hoàn thiện cơ bản,Căn góc,Tây Nam,Chung cư,Đông Nam,54.526318 tr/m²,Hợp đồng mua bán,3 PN,95 m²,
4072105,131220551,1310361710,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 7,Phường Phú Mỹ,Phường Tân Mỹ,,Phạm Hữu Lầu,Căn hộ/Chung cư,hôm qua,0,False,10.70494,106.73567,"10.70494,106.73567",,"3,7 tỷ",,,0,False,2026-03-28 07:37:53,3700000000 ₫,Mua bán,,,,Chung cư,,56.923077 tr/m²,,2 PN,65 m²,2
11774202,131220631,280451059,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Thuận Giao,Phường Thuận Giao,,Legacy Prime,Căn hộ/Chung cư,3 ngày trước,0,False,10.95713,106.72023,"10.95713,106.72023",,"1,288 tỷ",,,0,False,2026-03-26 17:13:17,1288000000 ₫,Mua bán,Nội thất đầy đủ,,Tây Nam,Chung cư,Đông Bắc,39.030304 tr/m²,Sổ hồng riêng,1 PN,33 m²,
26967100,131220741,1462612960,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Lái Thiêu,Phường Lái Thiêu,,Lái Thiêu 1,Căn hộ/Chung cư,2 tuần trước,0,False,10.91714,106.71302,"10.91714,106.71302",,7 tỷ,,,0,False,2026-03-17 16:44:00,7000000000 ₫,Mua bán,Nội thất đầy đủ,,,"Căn hộ dịch vụ, mini",Bắc,70 tr/m²,Sổ hồng riêng,3 PN,100 m²,3
2988167,131220793,298859262,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 11,Phường 5,Phường Hòa Bình,312,Lạc Long Quân,Căn hộ/Chung cư,6 ngày trước,0,False,10.76784,106.6433,"10.76784,106.6433",,"3,3 tỷ",,,0,False,2026-03-24 10:22:53,3300000000 ₫,Mua bán,Nội thất đầy đủ,,Nam,Chung cư,Đông,50 tr/m²,Sổ hồng riêng,2 PN,66 m²,1
19910499,131220830,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 7,Phường Phú Mỹ,Phường Tân Mỹ,B4,Đường Nguyễn Lương Bằng,Căn hộ/Chung cư,2 tuần trước,0,False,10.708131,106.738205,"10.7081313,106.7382072",,"2,45 tỷ",,,0,False,2026-03-16 08:32:20,2450000000 ₫,Mua bán,Nội thất đầy đủ,,Nam,Chung cư,Bắc,54.444443 tr/m²,Sổ hồng riêng,1 PN,45 m²,1
9228373,131220951,307005105,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Phú,Phường Tân Sơn Nhì,Phường Tân Sơn Nhì,16,Âu Cơ,Căn hộ/Chung cư,1 tuần trước,0,False,10.7966,106.638,"10.7966,106.638",,"4,8 tỷ",,,0,False,2026-03-20 10:04:31,4800000000 ₫,Mua bán,,,,Chung cư,,45.714287 tr/m²,,2 PN,105 m²,2
343499,131221064,1431722677,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 7,Phường Tân Hưng,Phường Tân Hưng,,D1,Căn hộ/Chung cư,6 ngày trước,0,False,10.74265,106.696,"10.74265,106.696",,"7,7 tỷ",,,0,False,2026-03-24 07:47:18,7700000000 ₫,Mua bán,Nội thất đầy đủ,Căn góc,Nam,Chung cư,Bắc,71.296295 tr/m²,Sổ hồng riêng,2 PN,108 m²,
2479600,131221097,1793622600,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 8,Phường 6,Phường Bình Đông,,Tạ Quang Bửu,Căn hộ/Chung cư,2 tuần trước,0,False,10.73175,106.64951,"10.73175,106.64951",,"4,1 tỷ",,,0,False,2026-03-17 13:35:00,4100000000 ₫,Mua bán,Nội thất đầy đủ,,,Chung cư,,60.294117 tr/m²,Hợp đồng mua bán,2 PN,68 m²,2
1264699,131221126,,Bình Dương,TP Hồ Chí Minh,Thành phố Thủ Dầu Một,Phường Hoà Phú,Phường Bình Dương,"H5, H7",Đường Lý Thái Tổ,Căn hộ/Chung cư,2 tuần trước,0,True,11.063409,106.68193,"11.0634091,106.6819333",osm:W148718446,"2,3 tỷ",,,0,False,2026-03-16 08:46:22,2300000000 ₫,Mua bán,Hoàn thiện cơ bản,,,Chung cư,,46 tr/m²,Hợp đồng mua bán,2 PN,50 m²,
26437965,131221199,963864228,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Tân Thới Nhất,Phường Đông Hưng Thuận,,Phan Văn Hớn,Căn hộ/Chung cư,2 tuần trước,0,False,10.82954,106.61561,"10.82954,106.61561",,"3,25 tỷ",,,0,False,2026-03-16 08:49:05,3250000000 ₫,Mua bán,Nội thất đầy đủ,,,Chung cư,,50 tr/m²,Sổ hồng riêng,2 PN,65 m²,2
5384611,131221335,1995470089,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Đông Hưng Thuận,Phường Đông Hưng Thuận,,Nguyễn Văn Quá,Căn hộ/Chung cư,2 tuần trước,0,False,10.84294,106.63099,"10.84294,106.63099",,"1,45 tỷ",,,0,False,2026-03-16 08:54:49,1450000000 ₫,Mua bán,,,,Chung cư,,32.954544 tr/m²,Hợp đồng mua bán,1 PN,44 m²,1
29796656,131221342,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 7,Phường Phú Mỹ,Phường Tân Mỹ,,Đường Huỳnh Tấn Phát,Căn hộ/Chung cư,2 tuần trước,0,True,10.70521,106.73768,"10.7052102,106.7376776",osm:W1277844420,"8,5 tỷ",,,0,False,2026-03-16 08:55:00,8500000000 ₫,Mua bán,Bàn giao thô,Căn góc,,"Căn hộ dịch vụ, mini",,81.73077 tr/m²,Sổ hồng riêng,7 PN,104 m²,Nhiều hơn 6
10922381,131221369,1937369028,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Bình Thắng,Phường Đông Hòa,,Xa Lộ Hà Nội,Căn hộ/Chung cư,2 tuần trước,0,False,10.90366,106.79386,"10.90366,106.79386",,"1,3 tỷ",,,0,False,2026-03-16 08:56:00,1300000000 ₫,Mua bán,,,,Chung cư,,28.26087 tr/m²,Sổ hồng riêng,1 PN,46 m²,1
26058028,131221475,1848936095,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Thạnh,Phường 19,Phường Thạnh Mỹ Tây,,Phạm Viết Chánh,Căn hộ/Chung cư,2 tuần trước,0,False,10.79076,106.71089,"10.79076,106.71089",,5 tỷ,,,0,False,2026-03-18 13:10:05,5000000000 ₫,Mua bán,Hoàn thiện cơ bản,Căn góc,,Chung cư,,68.49315 tr/m²,Sổ hồng riêng,2 PN,73 m²,1
30135235,131221724,1443179977,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Đông Hòa,Phường Đông Hòa,,Thống Nhất,Căn hộ/Chung cư,2 tuần trước,0,False,10.89285,106.79457,"10.89285,106.79457",,"2,33 tỷ",,,0,False,2026-03-16 09:09:30,2330000000 ₫,Mua bán,Hoàn thiện cơ bản,,,Chung cư,,45.419193 tr/m²,Sổ hồng riêng,2 PN,51.2999 m²,2
26437965,131221813,1176474859,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Tân Thới Nhất,Phường Đông Hưng Thuận,,Dương Thị Giang,Căn hộ/Chung cư,2 tuần trước,0,False,10.82442,106.62025,"10.82442,106.62025",,"3,5 tỷ",,,0,False,2026-03-16 09:12:20,3500000000 ₫,Mua bán,Nội thất đầy đủ,,,Chung cư,,53.846153 tr/m²,Sổ hồng riêng,2 PN,65 m²,2
4132971,131221821,1258157216,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Phú Nhuận,Phường 8,Phường Phú Nhuận,146,Nguyễn Văn Trỗi,Căn hộ/Chung cư,2 tuần trước,0,False,10.79877,106.67054,"10.79877,106.67054",,"6,7 tỷ",,,0,False,2026-03-16 09:12:44,6700000000 ₫,Mua bán,Nội thất đầy đủ,,,Chung cư,Đông,111.666664 tr/m²,Sổ hồng riêng,2 PN,60 m²,1
18022076,131221917,401480757,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Bình Thắng,Phường Đông Hòa,,"đường thống nhất, Xã Bình Thắng, Dĩ An, Binh Duong, Vietnam",Căn hộ/Chung cư,6 ngày trước,0,False,10.895219,106.79368,"10.89521918480399,106.79367580694408",,"3,051 tỷ",,,0,False,2026-03-24 09:35:15,3051000000 ₫,Mua bán,Hoàn thiện cơ bản,,,Chung cư,Tây Bắc,54.706833 tr/m²,Hợp đồng mua bán,2 PN,55.77 m²,
12747840,131221956,983490887,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Phú,Phường Hòa Thạnh,Phường Tân Phú,,Trịnh Đình Thảo,Căn hộ/Chung cư,13 giờ trước,0,False,10.7751,106.63503,"10.7751,106.63503",,"3,35 tỷ",,,0,False,2026-03-29 09:27:30,3350000000 ₫,Mua bán,Nội thất đầy đủ,0,,Chung cư,,54.032257 tr/m²,Hợp đồng mua bán,2 PN,62 m²,2
10080908,131221984,143843690,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 8,Phường 14,Phường Phú Định,Số 277,Bến Bình Đông,Căn hộ/Chung cư,2 tuần trước,0,False,10.74213,106.64879,"10.74213,106.64879",,"2,6 tỷ",,,0,False,2026-03-16 09:18:53,2600000000 ₫,Mua bán,Hoàn thiện cơ bản,,Đông Bắc,Chung cư,Tây Nam,52 tr/m²,Hợp đồng mua bán,1 PN,50 m²,1
1851655,131222133,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Lái Thiêu,Phường Lái Thiêu,,Nguyễn chí Thanh ,Căn hộ/Chung cư,2 tuần trước,0,False,10.904865,106.69996,"10.904865,106.6999563",,"1,5 tỷ",,,0,False,2026-03-17 09:25:35,1500000000 ₫,Mua bán,Nội thất cao cấp,,,Chung cư,,30 tr/m²,Hợp đồng mua bán,1 PN,50 m²,1
21696013,131222263,566588936,Bà Rịa - Vũng Tàu,TP Hồ Chí Minh,Thành phố Vũng Tàu,Phường 3,Phường Vũng Tàu,199,Nam Kỳ Khởi Nghĩa,Căn hộ/Chung cư,2 tuần trước,0,False,10.35172,107.08669,"10.35172,107.08669",,"2,36 tỷ",,,0,False,2026-03-17 16:31:01,2360000000 ₫,Mua bán,Nội thất đầy đủ,,,Chung cư,,36.875 tr/m²,Sổ hồng riêng,1 PN,64 m²,1
21696013,131222269,380370828,Bà Rịa - Vũng Tàu,TP Hồ Chí Minh,Thành phố Vũng Tàu,Phường Thắng Tam,Phường Vũng Tàu,,The Sóng,Căn hộ/Chung cư,1 tuần trước,0,False,10.343432,107.09147,"10.3434329,107.0914726",,"2,2 tỷ",,,0,False,2026-03-22 22:45:07,2200000000 ₫,Mua bán,,,,Chung cư,,45.833332 tr/m²,Hợp đồng mua bán,2 PN,48 m²,1
3450838,131222427,1806493439,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 4,Phường 18,Phường Xóm Chiếu,Số 504,Nguyễn Tất Thành,Căn hộ/Chung cư,2 tuần trước,0,False,10.75665,106.71845,"10.75665,106.71845",,"5,7 tỷ",,,0,False,2026-03-16 09:35:31,5700000000 ₫,Mua bán,Nội thất đầy đủ,,Đông Nam,Chung cư,,71.25 tr/m²,Hợp đồng mua bán,2 PN,80 m²,2
24939,131222469,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 5,Phường 12,Phường Chợ Lớn,,Đường Nguyễn Chí Thanh,Căn hộ/Chung cư,2 tuần trước,0,True,10.756344,106.65113,"10.7563436,106.6511336",osm:W1291992781,"2,1 tỷ",,,0,False,2026-03-16 09:37:20,2100000000 ₫,Mua bán,Nội thất đầy đủ,,,Chung cư,,32.8125 tr/m²,Sổ hồng riêng,1 PN,64 m²,1
3450838,131222556,631470589,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 4,Phường 13,Phường Xóm Chiếu,56,Bến Vân Đồn,Căn hộ/Chung cư,2 tuần trước,0,False,10.76599,106.70242,"10.76599,106.70242",,"5,42 tỷ",,,0,False,2026-03-16 09:40:19,5420000000 ₫,Mua bán,Nội thất đầy đủ,,Đông Bắc,Chung cư,Tây Nam,106.27451 tr/m²,Sổ hồng riêng,1 PN,51 m²,1
26170541,131222627,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Hưng Định,Phường Thuận An,,Đường Nguyễn Chí Thanh,Căn hộ/Chung cư,2 tuần trước,0,True,10.945082,106.69273,"10.9450818,106.6927312",osm:W1241855341,"1,9 tỷ",,,0,False,2026-03-18 09:56:25,1900000000 ₫,Mua bán,,,,Chung cư,,35.185184 tr/m²,,2 PN,54 m²,
27908901,131222678,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Trường Thọ (Quận Thủ Đức cũ),Phường Thủ Đức,,Đường số 2,Căn hộ/Chung cư,2 tuần trước,0,False,10.837529,106.750725,"10.8375289,106.7507282",,"1,75 tỷ",,,0,False,2026-03-17 13:18:02,1750000000 ₫,Mua bán,,,,Chung cư,,33.653847 tr/m²,Sổ hồng riêng,2 PN,52 m²,1
1714033,131222779,463915047,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Thạnh Mỹ (Quận 9 cũ),Phường Long Bình,,Nguyễn Xiển,Căn hộ/Chung cư,2 tuần trước,0,False,10.8454,106.81972,"10.8454,106.81972",,"4,5 tỷ",,,0,False,2026-03-16 09:47:21,4500000000 ₫,Mua bán,Hoàn thiện cơ bản,,Đông,Chung cư,Đông Nam,54.878048 tr/m²,Sổ hồng riêng,3 PN,82 m²,2
13386418,131222798,1516348268,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Phú Nhuận,Phường 9,Phường Đức Nhuận,119,Phổ Quang,Căn hộ/Chung cư,2 tuần trước,0,False,10.80891,106.67201,"10.80891,106.67201",,"6,35 tỷ",,,0,False,2026-03-16 09:47:48,6350000000 ₫,Mua bán,,,,Chung cư,,92.028984 tr/m²,Hợp đồng đặt cọc,2 PN,69 m²,2
19279882,131222887,710355896,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Nhà Bè,Xã Phước Kiển,Xã Nhà Bè,,Nguyễn Hữu Thọ,Căn hộ/Chung cư,2 tuần trước,0,False,10.70387,106.71276,"10.70387,106.71276",,"2,87 tỷ",,,0,False,2026-03-16 09:51:00,2870000000 ₫,Mua bán,Nội thất đầy đủ,,Đông,Chung cư,,47.833332 tr/m²,Sổ hồng riêng,2 PN,60 m²,1
22200312,131222973,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Lái Thiêu,Phường Lái Thiêu,,"Bcons NewSky, Đường Quốc Lộ 13, Phường Lái Thiêu, Hồ Chí Minh",Căn hộ/Chung cư,2 tuần trước,0,False,10.904865,106.69996,"10.904865,106.6999563",,"3,411 tỷ",,,0,False,2026-03-18 14:40:02,3411000000 ₫,Mua bán,Nội thất đầy đủ,,Tây Nam,Chung cư,Đông Bắc,52.476925 tr/m²,Sổ hồng riêng,2 PN,65 m²,2
30292019,131223004,2064367520,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Thạnh Mỹ (Quận 9 cũ),Phường Long Bình,,Nguyễn Xiển,Căn hộ/Chung cư,2 tuần trước,0,False,10.8454,106.81972,"10.8454,106.81972",,"2,65 tỷ",,,0,False,2026-03-17 13:06:04,2650000000 ₫,Mua bán,,,,Chung cư,,57.608696 tr/m²,,1 PN,46 m²,
12415922,131223069,213883212,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường An Khánh (Quận 2 cũ),Phường An Khánh,,Bình Khánh,Căn hộ/Chung cư,9 giờ trước,0,True,10.78717,106.73383,"10.78717,106.73383",osm:W1006660848,"3,35 tỷ",,,0,False,2026-03-29 13:14:29,3350000000 ₫,Mua bán,Hoàn thiện cơ bản,Căn góc,,Chung cư,,65.68627 tr/m²,Sổ hồng riêng,1 PN,51 m²,1
19279882,131223171,1942066492,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Nhà Bè,Xã Phước Kiển,Xã Nhà Bè,15A2,Nguyễn Hữu Thọ,Căn hộ/Chung cư,2 tuần trước,0,False,10.71838,106.70274,"10.71838,106.70274",,"4,57 tỷ",,,0,False,2026-03-16 09:59:55,4570000000 ₫,Mua bán,,,,Chung cư,Đông,60.933334 tr/m²,Sổ hồng riêng,2 PN,75 m²,2
232555,131223378,256392842,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 8,Phường 5,Phường Chánh Hưng,854-856,Tạ Quang Bửu,Căn hộ/Chung cư,6 ngày trước,0,False,10.73582,106.66805,"10.73582,106.66805",,"4,35 tỷ",,,0,False,2026-03-24 08:55:24,4350000000 ₫,Mua bán,,,,Chung cư,,53.048782 tr/m²,,2 PN,82 m²,2
28089860,131223402,1741923457,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Tân Bình,Phường Tân Đông Hiệp,,"Đ. Nguyễn Thị Minh Khai, Tân Phú, Dĩ An, Bình Dương",Căn hộ/Chung cư,2 tuần trước,0,False,10.942212,106.75534,"10.9422122,106.7553371",,"2,27 tỷ",,,0,False,2026-03-17 13:24:02,2270000000 ₫,Mua bán,Hoàn thiện cơ bản,,Tây Bắc,Chung cư,Tây Nam,34.923077 tr/m²,Sổ hồng riêng,2 PN,65 m²,2
10508906,131223524,1654236665,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông B,Phường An Lạc,,Bình Trị Đông B,Căn hộ/Chung cư,2 tuần trước,0,False,10.76712,106.60968,"10.76712,106.60968",,"2,9 tỷ",,,0,False,2026-03-18 14:39:01,2900000000 ₫,Mua bán,Hoàn thiện cơ bản,,Tây,Chung cư,Đông,24.166666 tr/m²,Sổ hồng riêng,3 PN,120 m²,
30282370,131223567,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Hưng Định,Phường Thuận An,,Đường Nguyễn Chí Thanh,Căn hộ/Chung cư,2 tuần trước,0,False,21.02046,105.76741,"21.02046,105.76741",,"1,85 tỷ",,,0,False,2026-03-18 14:09:04,1850000000 ₫,Mua bán,,,,Chung cư,,34.90566 tr/m²,,1 PN,53 m²,
17322256,131223568,1942066492,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Nhà Bè,Xã Phước Kiển,Xã Nhà Bè,15A2,Nguyễn Hữu Thọ,Căn hộ/Chung cư,2 tuần trước,0,False,10.71838,106.70274,"10.71838,106.70274",,"4,87 tỷ",,,0,False,2026-03-16 10:11:26,4870000000 ₫,Mua bán,Nội thất đầy đủ,,Đông,Chung cư,Đông,68.59155 tr/m²,Sổ hồng riêng,2 PN,71 m²,2
12833652,131223633,377394594,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Phú,Phường Sơn Kỳ,Phường Tân Sơn Nhì,số 88,N1,Căn hộ/Chung cư,hôm qua,0,False,10.80384,106.61603,"10.80384,106.61603",,"4,5 tỷ",,,0,False,2026-03-28 10:24:55,4500000000 ₫,Mua bán,,,,Chung cư,,43.26923 tr/m²,,3 PN,104 m²,
20618606,131223657,1675720589,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 7,Phường Phú Mỹ,Phường Tân Mỹ,,Đường 15B,Căn hộ/Chung cư,2 tuần trước,0,False,10.70316,106.73216,"10.70316,106.73216",,"5,2 tỷ",,,0,False,2026-03-16 10:14:00,5200000000 ₫,Mua bán,Hoàn thiện cơ bản,,,Chung cư,,32.5 tr/m²,Hợp đồng mua bán,3 PN,160 m²,4
25399773,131223712,78612334,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 7,Phường Tân Phú,Phường Tân Mỹ,,7,Căn hộ/Chung cư,5 ngày trước,0,False,10.72619,106.7246,"10.72619,106.7246",,7 tỷ,,,0,False,2026-03-25 09:28:12,7000000000 ₫,Mua bán,Nội thất cao cấp,,,Chung cư,,90.90909 tr/m²,Hợp đồng mua bán,2 PN,77 m²,
22389517,131223847,710332116,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,Phường An Lạc,,Hồ Học Lãm,Căn hộ/Chung cư,2 tuần trước,0,False,10.72149,106.61147,"10.72149,106.61147",,"2,366 tỷ",,,0,False,2026-03-16 10:19:57,2366000000 ₫,Mua bán,Nội thất đầy đủ,,,Chung cư,,47.32 tr/m²,Sổ hồng riêng,2 PN,50 m²,1
31123256,131223924,1152708619,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Xã Phong Phú,Xã Bình Hưng,,Trịnh Quang Nghị,Căn hộ/Chung cư,2 tuần trước,0,False,10.6983,106.6435,"10.6983,106.6435",,"3,35 tỷ",,,0,False,2026-03-16 10:24:33,3350000000 ₫,Mua bán,Hoàn thiện cơ bản,,,Chung cư,,53.174603 tr/m²,Sổ hồng riêng,2 PN,63 m²,2
27611013,131224065,724236515,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,Phường An Lạc,,An Dương Vương,Căn hộ/Chung cư,2 tuần trước,0,False,10.72827,106.61888,"10.72827,106.61888",,"4,25 tỷ",,,0,False,2026-03-17 16:42:03,4250000000 ₫,Mua bán,Hoàn thiện cơ bản,,Nam,Chung cư,Bắc,62.5 tr/m²,Sổ hồng riêng,2 PN,68 m²,2
208073,131224170,549570536,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Dĩ An,Phường Dĩ An,,Dĩ An,Căn hộ/Chung cư,5 ngày trước,0,False,10.90714,106.76911,"10.90714,106.76911",,2 tỷ,,,0,False,2026-03-24 21:53:47,2000000000 ₫,Mua bán,Hoàn thiện cơ bản,,Bắc,Chung cư,Nam,35.714287 tr/m²,Sổ hồng riêng,2 PN,56 m²,2
10390697,131224315,459246879,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 6,Phường 11,Phường Bình Phú,961,Hậu Giang,Căn hộ/Chung cư,4 giờ trước,0,False,10.74578,106.62633,"10.74578,106.62633",,"2,69 tỷ",,,0,False,2026-03-29 17:40:41,2690000000 ₫,Mua bán,,,,Chung cư,,56.041668 tr/m²,Sổ hồng riêng,1 PN,48 m²,1
24299678,131224386,1964456515,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Trường Thọ (Quận Thủ Đức cũ),Phường Thủ Đức,,Số 1,Căn hộ/Chung cư,2 tuần trước,0,False,10.8267,106.75855,"10.8267,106.75855",,"3,45 tỷ",,,0,False,2026-03-16 10:34:26,3450000000 ₫,Mua bán,,,,Chung cư,,69 tr/m²,,1 PN,50 m²,1
14915251,131224975,1745608650,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,Phường Thới An,,Thạnh Xuân 13,Căn hộ/Chung cư,2 tuần trước,0,False,10.87865,106.67743,"10.87865,106.67743",,"3,05 tỷ",,,0,False,2026-03-16 10:52:59,3050000000 ₫,Mua bán,Nội thất đầy đủ,,,Chung cư,,52.58621 tr/m²,Đang chờ sổ,2 PN,58 m²,1
31123372,131225420,,Bình Dương,TP Hồ Chí Minh,Thành phố Thủ Dầu Một,Phường Chánh Mỹ,Phường Chánh Hiệp,"Hồ Văn Cống, phường Chánh Hiệp, Tp Hồ Chí Minh", Hồ Văn Cống,Căn hộ/Chung cư,2 tuần trước,0,False,10.991956,106.63208,"10.9919559,106.6320777",,"3,3 tỷ",,,0,False,2026-03-16 11:07:21,3300000000 ₫,Mua bán,Nội thất cao cấp,0,,Chung cư,,27.5 tr/m²,Sổ hồng riêng,3 PN,120 m²,3
21393939,131225471,415736713,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông,Phường Bình Trị Đông,,Trương Phước Phan,Căn hộ/Chung cư,2 tuần trước,0,False,10.76688,106.61289,"10.76688,106.61289",,"3,2 tỷ",,,0,False,2026-03-16 11:09:14,3200000000 ₫,Mua bán,Hoàn thiện cơ bản,,,Chung cư,,42.666668 tr/m²,Sổ hồng riêng,3 PN,75 m²,2
890349,131225497,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 1,Phường Đa Kao,Phường Tân Định,"Chung cư 1A, 1B",Đường Nguyễn Đình Chiểu,Căn hộ/Chung cư,5 ngày trước,0,False,10.787885,106.6984,"10.7878843,106.6984026",,"2,8 tỷ",,,0,False,2026-03-25 06:05:34,2800000000 ₫,Mua bán,Nội thất đầy đủ,,,Chung cư,,70 tr/m²,Sổ hồng riêng,1 PN,40 m²,1
12421746,131225615,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Tân Thới Nhất,Phường Đông Hưng Thuận,,Đường Phan Văn Hớn,Căn hộ/Chung cư,2 tuần trước,0,True,10.827228,106.625175,"10.8272273,106.6251763",osm:W1266119103,"1,97 tỷ",,,0,False,2026-03-17 16:07:00,1970000000 ₫,Mua bán,Nội thất đầy đủ,,,Chung cư,,32.833332 tr/m²,,2 PN,60 m²,2
14915251,131225748,1745608650,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,Phường Thới An,,Thạnh Xuân 13,Căn hộ/Chung cư,2 tuần trước,0,False,10.87865,106.67743,"10.87865,106.67743",,"2,7 tỷ",,,0,False,2026-03-16 11:18:49,2700000000 ₫,Mua bán,Hoàn thiện cơ bản,,,Chung cư,,55.10204 tr/m²,Hợp đồng mua bán,1 PN,49 m²,1
