Mã người đăng,Mã bài đăng,Mã dự án,Tỉnh/Thành phố cũ,Tỉnh/Thành phố mới,Huyện/Quận cũ,Phường/Xã cũ,Phường mới,Số nhà,Đường,Loại hình,Cập nhât lần cuối,Số tầng,Có hướng ra đường,Vĩ độ,Kinh độ,Tọa độ,Tọa độ ID,Giá (chữ),Chiều dài,Chiều rộng,Mức độ quảng cáo,Đăng bởi Đối tác,Ngày đăng,Giá bán,Hình thức,Hướng đất,Diện tích,Loại hình đất,Đơn giá (tr/m2),Giấy tờ pháp lý,Đặc điểm nhà/đất
29660292,130955927,,Bình Dương,TP Hồ Chí Minh,Thành phố Thủ Dầu Một,Phường Chánh Mỹ,Phường Chánh Hiệp,,07,Đất,3 tuần trước,0,False,10.991956,106.63208,"10.9919559,106.6320777",,390 triệu,50 m2,35 m2,,False,2026-03-06 11:45:00,390000000 ₫,Mua bán,Nam,1600 m²,Đất nông nghiệp,0.24375 tr/m²,Đã có sổ,Chưa có thổ cư
113329,130955989,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường An Phú Đông,Phường An Phú Đông,,Đường Võ Thị Thừa,Đất,4 tuần trước,0,True,10.862275,106.70599,"10.8622749,106.7059942",osm:W32588794,8 tỷ,32 m2,5 m2,,False,2026-03-02 16:05:01,8000000000 ₫,Mua bán,,158 m²,Đất thổ cư,50.63291 tr/m²,Đã có sổ,Mặt tiền;Thổ cư toàn bộ
3077148,130956055,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Hóc Môn,Thị trấn Hóc Môn,Xã Hóc Môn,,gần nhà hát Hóc Môn,Đất,4 tuần trước,0,False,10.886394,106.59229,"10.8863934,106.5922924",,"2,9 tỷ",15 m2,4 m2,,False,2026-03-03 13:45:04,2900000000 ₫,Mua bán,,60 m²,Đất thổ cư,48.333332 tr/m²,Đã có sổ,
4797325,130956166,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Nhà Bè,Thị trấn Nhà Bè,Xã Nhà Bè,,Đường Huỳnh Tấn Phát,Đất,4 tuần trước,0,True,10.702101,106.73821,"10.702101,106.7382106",osm:W1257327393,"4,09 tỷ",13 m2,4 m2,0,False,2026-03-03 14:05:04,4090000000 ₫,Mua bán,Nam,52 m²,Đất thổ cư,78.65385 tr/m²,Đã có sổ,Hẻm xe hơi
3077148,130956245,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Thạnh Lộc,Phường An Phú Đông,,Thạnh Lộc 56,Đất,4 tuần trước,0,False,10.87123,106.68598,"10.8712302,106.6859815",,"4,48 tỷ",,,,False,2026-03-03 16:55:02,4480000000 ₫,Mua bán,,120 m²,Đất thổ cư,37.333332 tr/m²,,
26687348,130956314,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Linh Trung (Quận Thủ Đức cũ),Phường Linh Xuân,,Đường Lê Văn Chí,Đất,4 tuần trước,0,True,10.864332,106.780876,"10.8643318,106.7808762",osm:W32899360,"5,2 tỷ",15 m2,4 m2,,False,2026-03-02 16:18:28,5200000000 ₫,Mua bán,,59.5 m²,Đất thổ cư,87.39496 tr/m²,Đã có sổ,Hẻm xe hơi;Thổ cư toàn bộ
13918581,130956458,987630212,Bà Rịa - Vũng Tàu,TP Hồ Chí Minh,Thị xã Phú Mỹ,Phường Phú Mỹ,Phường Phú Mỹ,,Đường 81,Đất,4 tuần trước,0,False,10.590534,107.048035,"10.5905345,107.0480378",,"2,7 tỷ",20 m2,5 m2,,False,2026-03-02 16:23:19,2700000000 ₫,Mua bán,Tây Nam,100 m²,Đất thổ cư,27 tr/m²,Đã có sổ,Thổ cư toàn bộ;Mặt tiền
27080063,130956539,,Bình Dương,TP Hồ Chí Minh,Huyện Bàu Bàng,Xã Trừ Văn Thố,Xã Trừ Văn Thố,,Đường Quốc lộ 13,Đất,4 tuần trước,0,True,11.354782,106.633514,"11.3547818,106.6335157",osm:W785372345,430 triệu,50 m2,10 m2,,False,2026-03-03 16:27:04,430000000 ₫,Mua bán,,500 m²,Đất thổ cư,0.86 tr/m²,Đã có sổ,Nở hậu
3496809,130956657,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông,Phường Bình Trị Đông,,Đường Lê Văn Quới,Đất,1 tuần trước,0,True,10.776182,106.61098,"10.776182,106.6109757",osm:W608194840,"4,8 tỷ",14 m2,4 m2,,False,2026-03-20 10:35:49,4800000000 ₫,Mua bán,,56 m²,Đất thổ cư,85.71429 tr/m²,Đã có sổ,Hẻm xe hơi
5217332,130956916,,Bình Dương,TP Hồ Chí Minh,Thị xã Bến Cát,Xã An Điền,Phường Long Nguyên,,748,Đất,4 tuần trước,0,False,11.134776,106.57019,"11.1347757,106.5701927",,7 tỷ,65 m2,15 m2,,False,2026-03-02 16:43:27,7000000000 ₫,Mua bán,,1000 m²,Đất thổ cư,7 tr/m²,Đã có sổ,Mặt tiền
9412214,130956917,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Hiệp Bình Phước (Quận Thủ Đức cũ),Phường Hiệp Bình,,Đường Quốc lộ 13,Đất,3 tuần trước,0,True,10.835623,106.71386,"10.8356225,106.7138595",osm:W722367525,"6,27 tỷ",19.2999 m2,4 m2,0,False,2026-03-09 10:12:09,6270000000 ₫,Mua bán,,77.3 m²,Đất thổ cư,81.11255 tr/m²,,
25982423,130957003,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 8,Phường 7,Phường Bình Đông,,Đường Phạm Thế Hiển,Đất,4 tuần trước,0,True,10.710696,106.62515,"10.7106958,106.6251531",osm:W32583960,"8,9 tỷ",24 m2,5 m2,,True,2026-03-03 16:27:04,8900000000 ₫,Mua bán,,120 m²,Đất thổ cư,74.166664 tr/m²,,Mặt tiền;Thổ cư toàn bộ
23330581,130958236,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Tân Chánh Hiệp,Phường Trung Mỹ Tây,,Đường Dương Thị Mười,Đất,4 tuần trước,0,True,10.860002,106.630875,"10.8600016,106.6308725",osm:W609063534,"3,9 tỷ",11 m2,7 m2,0,False,2026-03-02 18:01:32,3900000000 ₫,Mua bán,,77 m²,Đất thổ cư,50.64935 tr/m²,Đã có sổ,Mặt tiền;Hẻm xe hơi;Nở hậu;Thổ cư toàn bộ
63275,130958386,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Phú Hữu (Quận 9 cũ),Phường Long Trường,,Đường Bưng Ông Thoàn,Đất,3 tuần trước,0,True,10.818844,106.79659,"10.8188441,106.7965963",osm:W1267032916,"4,3 tỷ",12.3 m2,4.0999 m2,,True,2026-03-12 11:03:44,4300000000 ₫,Mua bán,,51 m²,Đất thổ cư,84.31373 tr/m²,Đã có sổ,Hẻm xe hơi;Thổ cư toàn bộ
9482578,130958677,,Bà Rịa - Vũng Tàu,TP Hồ Chí Minh,Thành phố Bà Rịa,Xã Hoà Long,Phường Tam Long,,QL 52,Đất,4 tuần trước,0,False,10.52779,107.20163,"10.5277905,107.2016295",,"8,5 tỷ",,,,False,2026-03-03 13:57:03,8500000000 ₫,Mua bán,,650 m²,Đất thổ cư,13.076923 tr/m²,,
18539378,130958683,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường An Phú,Phường An Phú,,Đường Lê Thị Trung,Đất,4 tuần trước,0,True,10.964238,106.72919,"10.9642385,106.7291881",osm:W146051953,"6,78 tỷ",30 m2,5 m2,0,False,2026-03-02 18:33:19,6780000000 ₫,Mua bán,Tây Nam,150 m²,Đất thổ cư,45.2 tr/m²,Đã có sổ,Mặt tiền
10647678,130958984,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Nhà Bè,Xã Nhơn Đức,Xã Hiệp Phước,,Hẻm 1508 Đường Lê Văn Lương,Đất,3 tuần trước,0,False,10.688029,106.701515,"10.6880293,106.7015148",osm:W263070926,"4,237 tỷ",,,,False,2026-03-11 20:11:39,4237200000 ₫,Mua bán,,117.6997 m²,Đất thổ cư,36.00009 tr/m²,,Hẻm xe hơi
29193418,130959004,493208709,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Trường (Quận 9 cũ),Phường Long Trường,,Trường Lưu,Đất,4 tuần trước,0,False,10.79733,106.82332,"10.79733,106.82332",,"6,5 tỷ",,,,False,2026-03-04 14:02:01,6500000000 ₫,Mua bán,,101.6999 m²,Đất nền dự án,63.913532 tr/m²,,
30990944,130959209,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,Phường Thới An,,Đường Tô Ngọc Vân,Đất,2 tuần trước,0,True,10.873684,106.674965,"10.8736835,106.6749676",osm:W327579798,7 tỷ,15 m2,10 m2,,False,2026-03-17 12:40:08,7000000000 ₫,Mua bán,,157.5 m²,Đất thổ cư,44.444443 tr/m²,Đã có sổ,
21115645,130959213,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Thuận Giao,Phường Thuận Giao,,Đường 22 Tháng 12,Đất,4 tuần trước,0,True,10.948301,106.72192,"10.9483016,106.7219131",osm:W1071823932,"3,2 tỷ",15 m2,4.5 m2,,False,2026-03-02 19:08:30,3200000000 ₫,Mua bán,,67.5 m²,Đất nền dự án,47.407406 tr/m²,Đã có sổ,
269152,130959665,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Bình,Phường 15,Phường Tân Sơn,118,Đường Phan Huy Ích,Đất,4 tuần trước,0,True,10.829626,106.63267,"10.8296258,106.6326682",osm:W33285480,"6,25 tỷ",14 m2,4.0998 m2,,False,2026-03-02 19:39:32,6250000000 ₫,Mua bán,Đông Nam,57 m²,Đất thổ cư,109.649124 tr/m²,Đã có sổ,Hẻm xe hơi
386806,130959717,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Tân Tạo,Phường Tân Tạo,,Đường Hồ Văn Long,Đất,4 tuần trước,0,True,10.762441,106.581924,"10.7624406,106.5819235",osm:W1192838119,"3,3 tỷ",,5 m2,0,False,2026-03-02 19:42:56,3300000000 ₫,Mua bán,,58 m²,Đất thổ cư,56.896553 tr/m²,Đã có sổ,Chưa có thổ cư
10082535,130959842,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Phước Long B (Quận 9 cũ),Phường Phước Long,,Hẻm 12 Đường Số 339,Đất,4 tuần trước,0,False,10.822305,106.773384,"10.8223045,106.7733859",osm:W306214167,"7,9 tỷ",15 m2,6 m2,0,False,2026-03-02 19:53:08,7900000000 ₫,Mua bán,,87.1998 m²,Đất thổ cư,90.596535 tr/m²,,Mặt tiền;Thổ cư toàn bộ;Nở hậu;Hẻm xe hơi
27211188,130960068,,Bà Rịa - Vũng Tàu,TP Hồ Chí Minh,Huyện Châu Đức,Thị trấn Ngãi Giao,Xã Ngãi Giao,109,huyện đỏ,Đất,2 tuần trước,0,False,10.655924,107.23709,"10.6559243,107.2370874",,"4,7 tỷ",42 m2,48 m2,0,False,2026-03-16 09:42:31,4700000000 ₫,Mua bán,Bắc,2016 m²,Đất thổ cư,2.3313491 tr/m²,Đã có sổ,Thổ cư 1 phần;Hẻm xe hơi
2471495,130960125,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Hóc Môn,Xã Tân Xuân,Xã Hóc Môn,,Đường Tô Ký,Đất,4 tuần trước,0,True,10.879479,106.60942,"10.8794798,106.6094241",osm:W1055152263,"4,79 tỷ",19 m2,5 m2,0,False,2026-03-03 13:31:04,4790000000 ₫,Mua bán,,90 m²,Đất thổ cư,53.22222 tr/m²,Đã có sổ,Mặt tiền
17718388,130960186,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Trường (Quận 9 cũ),Phường Long Trường,,Đường Trường Lưu,Đất,4 tuần trước,0,True,10.797104,106.82344,"10.7971035,106.8234402",osm:W32583648,"3,4 tỷ",13 m2,4 m2,,False,2026-03-02 20:16:28,3400000000 ₫,Mua bán,,52 m²,Đất thổ cư,65.38461 tr/m²,Đã có sổ,Hẻm xe hơi;Thổ cư toàn bộ
30294909,130960221,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Phước (Quận 9 cũ),Phường Long Phước,,Đường Long Thuận,Đất,4 tuần trước,0,True,10.81141,106.8507,"10.8114098,106.8506994",osm:W32899380,"3,85 tỷ",13.5 m2,6.1999 m2,,True,2026-03-03 13:56:02,3850000000 ₫,Mua bán,,83 m²,Đất thổ cư,46.385544 tr/m²,,Mặt tiền;Thổ cư toàn bộ
2471495,130960271,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Hóc Môn,Xã Xuân Thới Sơn,Xã Xuân Thới Sơn,,Đường Đồng Bà Canh,Đất,21 giờ trước,0,True,10.883066,106.57037,"10.883066,106.5703718",osm:W941678572,"4,55 tỷ",22 m2,5 m2,0,False,2026-03-29 08:30:53,4550000000 ₫,Mua bán,,111 m²,Đất thổ cư,40.99099 tr/m²,Đã có sổ,Mặt tiền
68684,130960407,,Bình Dương,TP Hồ Chí Minh,Thị xã Bến Cát,Phường Thới Hòa,Phường Thới Hòa,,N7,Đất,4 ngày trước,0,False,11.1044445,106.62324,"11.1044443,106.6232359",,"1,75 tỷ",30 m2,5 m2,0,False,2026-03-26 15:37:04,1750000000 ₫,Mua bán,,150 m²,Đất thổ cư,11.666667 tr/m²,,Thổ cư toàn bộ;Mặt tiền
16759410,130960662,,Bà Rịa - Vũng Tàu,TP Hồ Chí Minh,Huyện Đất Đỏ,Thị trấn Đất Đỏ,Xã Đất Đỏ,Mặt tiền,Đoàn Trung Còn,Đất,2 tuần trước,0,False,10.491347,107.27255,"10.4913475,107.2725505",,15 tỷ,130 m2,29 m2,,False,2026-03-15 11:12:45,15000000000 ₫,Mua bán,,6100 m²,Đất thổ cư,2.4590163 tr/m²,,Mặt tiền
16759410,130961016,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Xã Bình Chánh,Xã Bình Chánh,,Binh Chánh,Đất,8 giờ trước,0,False,10.663042,106.567245,"10.6630417,106.5672462",,"4,2 tỷ",30 m2,16 m2,,False,2026-03-29 20:59:30,4200000000 ₫,Mua bán,,500 m²,Đất nông nghiệp,8.4 tr/m²,Đã có sổ,Mặt tiền
21378389,130961194,,Bà Rịa - Vũng Tàu,TP Hồ Chí Minh,Thành phố Bà Rịa,Xã Hoà Long,Phường Tam Long,,Đường Tỉnh lộ 52,Đất,4 tuần trước,0,True,10.525102,107.22596,"10.5251018,107.2259568",osm:W253641567,"5,5 tỷ",36 m2,12 m2,,False,2026-03-03 13:25:05,5500000000 ₫,Mua bán,,413 m²,Đất thổ cư,13.317191 tr/m²,Đã có sổ,Thổ cư 1 phần
28857938,130961209,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Phước (Quận 9 cũ),Phường Long Phước,"thửa đất 1131, tờ 52",Số 8,Đất,4 tuần trước,0,False,10.816424,106.87869,"10.8164242,106.8786927",,22 tỷ,94 m2,10.6999 m2,,False,2026-03-03 13:27:01,22000000000 ₫,Mua bán,Bắc,1032.9 m²,Đất nông nghiệp,21.299255 tr/m²,Đã có sổ,Mặt tiền;Chưa có thổ cư;Thổ cư 1 phần;Không có thổ cư
3527052,130961413,,Bình Dương,TP Hồ Chí Minh,Thị xã Bến Cát,Phường Thới Hòa,Phường Thới Hòa,,N2,Đất,4 tuần trước,0,False,11.1044445,106.62324,"11.1044443,106.6232359",,"1,3 tỷ",,,,False,2026-03-02 21:36:22,1300000000 ₫,Mua bán,,80 m²,Đất thổ cư,16.25 tr/m²,Đã có sổ,
30135401,130961508,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Tân Thới Hiệp,Phường Tân Thới Hiệp,,Đường Tân Thới Hiệp 21,Đất,4 tuần trước,0,True,10.861662,106.63302,"10.8616615,106.6330162",osm:W1081051084,5 tỷ,22 m2,5 m2,,False,2026-03-03 13:14:02,5000000000 ₫,Mua bán,,97 m²,Đất thổ cư,51.54639 tr/m²,Đã có sổ,Hẻm xe hơi
785477,130961595,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 7,Phường Phú Thuận,Phường Phú Thuận,,Hẻm 79 Đường Hoàng Quốc Việt,Đất,4 tuần trước,0,False,10.714085,106.740746,"10.7140846,106.7407434",osm:W900629935,"3,99 tỷ",11 m2,6 m2,,False,2026-03-02 21:47:39,3990000000 ₫,Mua bán,,66 m²,Đất thổ cư,60.454544 tr/m²,Đã có sổ,Hẻm xe hơi
12036295,130962024,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Xã Đa Phước,Xã Hưng Long,,Ql50,Đất,4 tuần trước,0,False,10.653998,106.65431,"10.6539985,106.6543139",,"2,5 tỷ",22 m2,5 m2,,False,2026-03-02 22:27:51,2500000000 ₫,Mua bán,,110 m²,Đất thổ cư,22.727272 tr/m²,Đã có sổ,
12036295,130962075,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Xã Đa Phước,Xã Hưng Long,,Ql50,Đất,4 tuần trước,0,False,10.653998,106.65431,"10.6539985,106.6543139",,"2,7 tỷ",21 m2,6 m2,,False,2026-03-02 22:32:34,2700000000 ₫,Mua bán,,126 m²,Đất thổ cư,21.428572 tr/m²,Đã có sổ,
26080392,130962091,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 7,Phường Tân Thuận Đông,Phường Tân Thuận,,Đường Trần Văn Khánh,Đất,4 tuần trước,0,True,10.756572,106.72307,"10.7565716,106.723071",osm:W215668180,27 tỷ,,,,False,2026-03-02 22:34:13,27000000000 ₫,Mua bán,,240 m²,Đất thổ cư,112.5 tr/m²,,
4366286,130962156,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 7,Phường Phú Thuận,Phường Phú Thuận,,Đường Hoàng Quốc Việt,Đất,4 tuần trước,0,True,10.713854,106.74035,"10.7138539,106.7403492",osm:W32578166,"17,9 tỷ",26 m2,5 m2,,False,2026-03-03 16:53:01,17900000000 ₫,Mua bán,,124 m²,Đất thổ cư,144.35484 tr/m²,Đã có sổ,Mặt tiền;Hẻm xe hơi;Thổ cư toàn bộ
14646565,130962201,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Hóc Môn,Thị trấn Hóc Môn,Xã Hóc Môn,,"Song Hành, Thị trấn Hóc Môn, Hóc Môn",Đất,4 tuần trước,0,False,10.886394,106.59229,"10.8863934,106.5922924",,4 tỷ,18 m2,4.5 m2,,False,2026-03-02 22:45:54,4000000000 ₫,Mua bán,,73 m²,Đất thổ cư,54.79452 tr/m²,Đã có sổ,
23225702,130962222,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Gò Vấp,Phường 17,Phường Gò Vấp,,Đường Lê Đức Thọ,Đất,4 tuần trước,0,True,10.842118,106.67632,"10.8421178,106.6763245",osm:W722259549,"8,5 tỷ",16 m2,6 m2,,False,2026-03-03 13:47:01,8500000000 ₫,Mua bán,,86 m²,Đất thổ cư,98.83721 tr/m²,Đã có sổ,Hẻm xe hơi;Nở hậu
9788250,130962616,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Tân Thới Nhất,Phường Đông Hưng Thuận,,Đường Phan Văn Hớn,Đất,4 tuần trước,0,True,10.827228,106.625175,"10.8272273,106.6251763",osm:W1266119103,"4,5 tỷ",14 m2,4.5 m2,,False,2026-03-02 23:45:45,4500000000 ₫,Mua bán,,61 m²,Đất thổ cư,73.77049 tr/m²,Đã có sổ,Hẻm xe hơi;Nở hậu;Thổ cư toàn bộ
14684043,130962896,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Linh Xuân (Quận Thủ Đức cũ),Phường Linh Xuân,,Lê Văn Chí,Đất,4 tuần trước,0,False,10.880408,106.7736,"10.8804079,106.773595",,"7,4 tỷ",22 m2,5 m2,,False,2026-03-05 14:47:00,7400000000 ₫,Mua bán,,112 m²,Đất thổ cư,66.07143 tr/m²,Đã có sổ,Mặt tiền;Hẻm xe hơi;Nở hậu;Thổ cư toàn bộ
9247916,130962907,,Bình Dương,TP Hồ Chí Minh,Thành phố Thủ Dầu Một,Phường Phú Mỹ,Phường Bình Dương,45,Dx 013,Đất,4 tuần trước,0,False,11.013716,106.68219,"11.0137154,106.682188",,"4,15 tỷ",30 m2,5 m2,,False,2026-03-04 16:30:00,4150000000 ₫,Mua bán,Đông Bắc,150 m²,Đất thổ cư,27.666666 tr/m²,Đã có sổ,Mặt tiền
4575674,130963097,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Tân Bình,Phường Tân Đông Hiệp,,Đường Nguyễn Thị Minh Khai,Đất,4 tuần trước,0,True,10.937081,106.76585,"10.9370816,106.7658483",osm:W976609483,"12,98 tỷ",,7.6999 m2,,True,2026-03-03 05:42:33,12980000000 ₫,Mua bán,,318 m²,Đất thổ cư,40.81761 tr/m²,Đã có sổ,Mặt tiền
19704653,130963378,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Phú,Phường Tân Quý,Phường Tân Sơn Nhì,612/12,Đường Bình Long,Đất,2 tuần trước,0,True,10.792373,106.61576,"10.7923731,106.6157572",osm:W32576164,"6,5 tỷ",23 m2,4 m2,,False,2026-03-15 18:09:26,6500000000 ₫,Mua bán,,92 m²,Đất thổ cư,70.652176 tr/m²,,Hẻm xe hơi;Thổ cư toàn bộ
26794078,130963686,,Bình Dương,TP Hồ Chí Minh,Huyện Bắc Tân Uyên,Xã Tân Định,Xã Bắc Tân Uyên,,Tân Định 67,Đất,4 tuần trước,0,False,11.204752,106.87684,"11.2047519,106.8768415",,"3,99 tỷ",,37 m2,,False,2026-03-03 23:06:29,3990000000 ₫,Mua bán,,4000 m²,Đất công nghiệp,0.9975 tr/m²,Đã có sổ,Mặt tiền;Thổ cư 1 phần
2081062,130963701,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Đông Hưng Thuận,Phường Đông Hưng Thuận,161,Đông Hưng Thuận 6,Đất,3 tuần trước,0,False,10.843384,106.63061,"10.8433839,106.630604",,"12,5 tỷ",33 m2,6 m2,,False,2026-03-08 07:53:48,12500000000 ₫,Mua bán,Tây,198 m²,Đất thổ cư,63.131313 tr/m²,Đã có sổ,Mặt tiền;Thổ cư toàn bộ
782997,130963801,,Bình Dương,TP Hồ Chí Minh,Huyện Bàu Bàng,Xã Long Nguyên,Phường Long Nguyên,,Quốc lộ 13,Đất,4 tuần trước,0,False,11.201767,106.54662,"11.2017672,106.5466221",,"1,2 tỷ",30 m2,7 m2,,False,2026-03-03 07:51:20,1200000000 ₫,Mua bán,Tây Nam,210 m²,Đất thổ cư,5.714286 tr/m²,Đã có sổ,Hẻm xe hơi
22796375,130963911,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Phú Hữu (Quận 9 cũ),Phường Long Trường,,Đường Bưng Ông Thoàn,Đất,4 tuần trước,0,True,10.818844,106.79659,"10.8188441,106.7965963",osm:W1267032916,"4,25 tỷ",,,,False,2026-03-03 07:59:20,4250000000 ₫,Mua bán,,55 m²,Đất thổ cư,77.27273 tr/m²,Đã có sổ,Hẻm xe hơi;Thổ cư toàn bộ
24805384,130964086,,Bà Rịa - Vũng Tàu,TP Hồ Chí Minh,Thị xã Phú Mỹ,Xã Châu Pha,Xã Châu Pha,,15,Đất,3 tuần trước,0,False,10.573782,107.15436,"10.5737817,107.1543601",,"2,4 tỷ",44 m2,12 m2,0,False,2026-03-11 14:26:01,2400000000 ₫,Mua bán,Nam,540 m²,Đất thổ cư,4.4444447 tr/m²,Đã có sổ,
1201542,130964252,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Gò Vấp,Phường 5,Phường An Nhơn,,Đường Số 20,Đất,4 tuần trước,0,True,10.834881,106.687355,"10.8348805,106.6873587",osm:W32582257,"8,2 tỷ",12 m2,5 m2,0,False,2026-03-03 08:21:05,8200000000 ₫,Mua bán,,60 m²,Đất thổ cư,136.66667 tr/m²,,Mặt tiền;Hẻm xe hơi
28548222,130964334,,Bà Rịa - Vũng Tàu,TP Hồ Chí Minh,Huyện Đất Đỏ,Thị trấn Phước Hải,Xã Phước Hải,,44b,Đất,4 tuần trước,0,False,10.4054165,107.26073,"10.4054168,107.2607289",,900 triệu,,,,False,2026-03-04 16:17:01,900000000 ₫,Mua bán,,144 m²,Đất thổ cư,6.25 tr/m²,Đã có sổ,
26734772,130964356,,Bà Rịa - Vũng Tàu,TP Hồ Chí Minh,Thành phố Bà Rịa,Xã Hoà Long,Phường Tam Long,,Đường Quốc lộ 56,Đất,5 ngày trước,0,True,10.540431,107.205215,"10.5404307,107.2052185",osm:W274712422,"1,17 tỷ",18 m2,7 m2,0,False,2026-03-25 13:51:13,1170000000 ₫,Mua bán,,126 m²,Đất thổ cư,9.285714 tr/m²,Đã có sổ,
9206005,130964437,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hòa,Phường Bình Hưng Hòa,,Đường số 12,Đất,4 tuần trước,0,True,10.795639,106.6067,"10.7956389,106.6066999",osm:W242554943,"4,39 tỷ",12 m2,3.96 m2,0,False,2026-03-03 08:31:12,4390000000 ₫,Mua bán,,48 m²,Đất thổ cư,91.458336 tr/m²,,Hẻm xe hơi
4242684,130964476,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Củ Chi,Xã Bình Mỹ,Xã Bình Mỹ,,Đường Bình Mỹ,Đất,4 tuần trước,0,True,10.922191,106.61188,"10.9221908,106.6118771",osm:W609444549,"2,2 tỷ",26 m2,5 m2,,False,2026-03-04 13:41:00,2200000000 ₫,Mua bán,,132 m²,Đất thổ cư,16.666666 tr/m²,Đã có sổ,
4619324,130964504,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Phước (Quận 9 cũ),Phường Long Phước,,hẻm 316,Đất,2 tuần trước,0,False,10.816424,106.87869,"10.8164242,106.8786927",,"3,7 tỷ",,,,False,2026-03-17 10:11:41,3700000000 ₫,Mua bán,,100 m²,Đất thổ cư,37 tr/m²,,Hẻm xe hơi
3587721,130964540,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Củ Chi,Xã Tân Thông Hội,Xã Củ Chi,,Đường Suối Lội,Đất,2 tuần trước,0,True,10.949578,106.524765,"10.949578,106.5247671",osm:W234512451,950 triệu,17 m2,5 m2,,False,2026-03-14 15:50:00,950000000 ₫,Mua bán,Tây,86 m²,Đất thổ cư,11.046512 tr/m²,Đã có sổ,
